,Game Result,Game Mode,Time Length,MMR or Elo,Skill Rank,Relic 1,Relic 2,Kill #,Death #,Assist #,KDA,God Name,Level and Total Gold
603,defeat,Ranked: Conquest - 3 months ago,36m,-15,-46 SR,Aegis Amulet Upgrade,Blink Rune,12, 12, 9,"
1.38 KDA
",Zhong Kui,"
Level 20 / 20,261G
"
604,victory,Ranked: Conquest - 3 months ago,10m,+17,+29 SR,Relic,Purification Beads,8, 2, 1,"
4.25 KDA
",Medusa,"
Level 11 / 6,760G
"
605,defeat,Ranked: Conquest - 3 months ago,25m,-17,-70 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,2, 3, 7,"
1.83 KDA
",Nike,"
Level 20 / 13,329G
"
606,victory,Ranked: Conquest - 3 months ago,20m,+16,+58 SR,Aegis Amulet,Purification Beads,5, 3, 5,"
2.5 KDA
",Izanami,"
Level 19 / 13,156G
"
607,defeat,Ranked: Conquest - 3 months ago,27m,-17,-48 SR,Purification Beads,Blink Rune,11, 4, 4,"
3.25 KDA
",Anhur,"
Level 20 / 14,607G
"
608,victory,Ranked: Conquest - 3 months ago,18m,+17,+63 SR,Purification Beads,Blink Rune,8, 1, 5,"
10.5 KDA
",Ullr,"
Level 19 / 12,342G
"
609,defeat,Normal: Conquest - 3 months ago,27m,-38,-65 SR,Blink Rune,Sundering Spear Upgrade,8, 13, 7,"
0.88 KDA
",Anubis,"
Level 19 / 13,908G
"
610,defeat,Normal: Conquest - 3 months ago,31m,-38,-20 SR,Sundering Spear Upgrade,Blink Rune,9, 7, 4,"
1.57 KDA
",Jormungandr,"
Level 20 / 17,163G
"
611,victory,Ranked: Conquest - 3 months ago,32m,+22,+34 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,10, 2, 11,"
7.75 KDA
",Agni,"
Level 20 / 17,963G
"
612,defeat,Normal: Conquest - 3 months ago,10m,-34,-24 SR,Relic,Blink Rune,1, 3, 2,"
0.67 KDA
",Jormungandr,"
Level 9 / 5,438G
"
613,defeat,Ranked: Conquest - 3 months ago,27m,-16,-22 SR,Aegis Amulet,Purification Beads,7, 4, 10,"
3 KDA
",Janus,"
Level 20 / 15,196G
"
614,defeat,Ranked: Conquest - 3 months ago,26m,-16,-33 SR,Purification Beads,Blink Rune,6, 9, 12,"
1.33 KDA
",Scylla,"
Level 20 / 13,293G
"
615,defeat,Ranked: Conquest - 3 months ago,19m,-16,-79 SR,Heavenly Wings Upgrade,Blink Rune,0, 4, 5,"
0.63 KDA
",Kumbhakarna,"
Level 13 / 9,094G
"
616,victory,Ranked: Conquest - 3 months ago,29m,+15,+71 SR,Purification Beads Upgrade,Blink Rune,11, 5, 9,"
3.1 KDA
",Achilles,"
Level 20 / 17,767G
"
617,victory,Ranked: Conquest - 3 months ago,17m,+16,+50 SR,Purification Beads,Blink Rune,6, 1, 14,"
13 KDA
",Ymir,"
Level 16 / 10,125G
"
618,victory,Ranked: Conquest - 3 months ago,31m,+16,+41 SR,Heavenly Wings Upgrade,Blink Rune Upgrade,6, 2, 15,"
6.75 KDA
",Hades,"
Level 20 / 17,857G
"
619,defeat,Ranked: Conquest - 3 months ago,32m,-15,-49 SR,Aegis Amulet Upgrade,Purification Beads,6, 5, 8,"
2 KDA
",Vulcan,"
Level 20 / 18,410G
"
620,defeat,Ranked: Conquest - 3 months ago,32m,-17,-48 SR,Aegis Amulet,Purification Beads,7, 9, 5,"
1.06 KDA
",Zeus,"
Level 20 / 16,450G
"
621,victory,Ranked: Conquest - 3 months ago,24m,+17,+50 SR,Purification Beads,Blink Rune,10, 5, 10,"
3 KDA
",Anhur,"
Level 20 / 15,032G
"
622,victory,Ranked: Conquest - 3 months ago,18m,+15,+38 SR,Purification Beads,Blink Rune,14, 3, 4,"
5.33 KDA
",Arachne,"
Level 19 / 13,209G
"
623,defeat,Ranked: Conquest - 3 months ago,37m,-17,-133 SR,Purification Beads Upgrade,Heavenly Wings Upgrade,10, 8, 10,"
1.88 KDA
",Thor,"
Level 20 / 20,632G
"
624,defeat,Ranked: Conquest - 3 months ago,38m,-14,-37 SR,Purification Beads,Blink Rune,5, 2, 13,"
5.75 KDA
",Scylla,"
Level 20 / 19,909G
"
625,defeat,Ranked: Conquest - 3 months ago,14m,-17,-149 SR,Relic,Purification Beads,0, 6, 1,"
0.08 KDA
",Skadi,"
Level 11 / 6,323G
"
626,defeat,Ranked: Conquest - 3 months ago,26m,-18,-46 SR,Aegis Amulet,Purification Beads,1, 14, 3,"
0.18 KDA
",Ra,"
Level 20 / 12,858G
"
627,victory,Ranked: Conquest - 3 months ago,37m,+16,+47 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,12, 6, 17,"
3.42 KDA
",Kukulkan,"
Level 20 / 23,164G
"
628,victory,Ranked: Conquest - 3 months ago,38m,+15,+41 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,18, 8, 3,"
2.44 KDA
",Rama,"
Level 20 / 24,390G
"
629,defeat,Ranked: Conquest - 3 months ago,27m,-16,-172 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,4, 7, 7,"
1.07 KDA
",Athena,"
Level 20 / 13,566G
"
630,defeat,Ranked: Conquest - 3 months ago,19m,-16,-65 SR,Purification Beads,Blink Rune,4, 4, 2,"
1.25 KDA
",Isis,"
Level 16 / 10,121G
"
631,defeat,Ranked: Conquest - 3 months ago,37m,-16,-211 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,3, 6, 12,"
1.5 KDA
",Cabrakan,"
Level 20 / 16,070G
"
632,defeat,Ranked: Conquest - 3 months ago,33m,-16,-60 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,9, 5, 7,"
2.5 KDA
",Raijin,"
Level 20 / 18,186G
"
633,defeat,Ranked: Conquest - 3 months ago,27m,-17,-79 SR,Shield of Thorns Upgrade,Horrific Emblem,6, 7, 7,"
1.36 KDA
",Fenrir,"
Level 18 / 12,501G
"
634,defeat,Ranked: Conquest - 3 months ago,32m,-16,-66 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,4, 4, 9,"
2.13 KDA
",Ra,"
Level 20 / 18,800G
"
635,victory,Ranked: Conquest - 3 months ago,25m,+17,+36 SR,Aegis Amulet,Purification Beads,11, 2, 8,"
7.5 KDA
",Anhur,"
Level 20 / 16,356G
"
636,victory,Ranked: Conquest - 3 months ago,28m,+17,+257 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,2, 2, 6,"
2.5 KDA
",Cu Chulainn,"
Level 20 / 16,278G
"
637,defeat,Ranked: Conquest - 3 months ago,24m,-17,-34 SR,Aegis Amulet,Purification Beads,5, 4, 7,"
2.13 KDA
",Janus,"
Level 16 / 10,987G
"
638,defeat,Ranked: Conquest - 3 months ago,26m,-17,-56 SR,Shield of Thorns Upgrade,Blink Rune,6, 5, 2,"
1.4 KDA
",Guan Yu,"
Level 20 / 13,691G
"
639,victory,Ranked: Conquest - 3 months ago,46m,+18,+6 SR,Purification Beads Upgrade,Blink Rune Upgrade,7, 7, 5,"
1.36 KDA
",Scylla,"
Level 20 / 28,046G
"
640,defeat,Ranked: Conquest - 3 months ago,26m,-19,-44 SR,Purification Beads,Blink Rune,7, 5, 5,"
1.9 KDA
",Camazotz,"
Level 20 / 14,172G
"
641,defeat,Ranked: Conquest - 3 months ago,23m,-16,-32 SR,Purification Beads,Blink Rune,2, 2, 6,"
2.5 KDA
",Jormungandr,"
Level 19 / 11,277G
"
642,victory,Ranked: Conquest - 3 months ago,18m,+16,+7 SR,Purification Beads,Blink Rune,7, 1, 10,"
12 KDA
",Scylla,"
Level 18 / 12,701G
"
643,defeat,Ranked: Conquest - 3 months ago,32m,-17,-78 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,9, 7, 7,"
1.79 KDA
",Bastet,"
Level 20 / 18,867G
"
644,defeat,Ranked: Conquest - 3 months ago,21m,-19,-51 SR,Purification Beads,Teleport Glyph,6, 8, 4,"
1 KDA
",Loki,"
Level 18 / 11,958G
"
645,defeat,Ranked: Conquest - 3 months ago,10m,-15,-102 SR,Relic,Blink Rune,1, 4, 4,"
0.75 KDA
",Khepri,"
Level 9 / 5,562G
"
646,defeat,Ranked: Conquest - 3 months ago,24m,-17,-82 SR,Purification Beads,Blink Rune,7, 9, 5,"
1.06 KDA
",Loki,"
Level 18 / 12,388G
"
647,defeat,Ranked: Conquest - 3 months ago,32m,-17,-243 SR,Aegis Amulet,Purification Beads,6, 4, 2,"
1.75 KDA
",Amaterasu,"
Level 20 / 18,089G
"
648,defeat,Ranked: Conquest - 3 months ago,28m,-14,-92 SR,Purification Beads,Horrific Emblem Upgrade,6, 7, 4,"
1.14 KDA
",Loki,"
Level 20 / 17,472G
"
649,defeat,Ranked: Conquest - 3 months ago,23m,-17,-282 SR,Sundering Spear Upgrade,Purification Beads,0, 8, 7,"
0.44 KDA
",Ganesha,"
Level 15 / 10,255G
"
650,defeat,Ranked: Conquest - 3 months ago,41m,-16,-191 SR,Cursed Ankh Upgrade,Heavenly Wings Upgrade,7, 8, 16,"
1.88 KDA
",Loki,"
Level 20 / 24,872G
"
651,victory,Ranked: Conquest - 3 months ago,24m,+16,+136 SR,Aegis Amulet,Purification Beads,5, 4, 9,"
2.38 KDA
",Hera,"
Level 20 / 15,435G
"
652,victory,Ranked: Conquest - 3 months ago,42m,+17,+44 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,16, 9, 16,"
2.67 KDA
",He Bo,"
Level 20 / 26,279G
"
653,victory,Ranked: Conquest - 3 months ago,17m,+17,+135 SR,Aegis Amulet,Purification Beads,4, 2, 6,"
3.5 KDA
",Janus,"
Level 16 / 10,373G
"
654,defeat,Ranked: Conquest - 3 months ago,11m,-14,-179 SR,Relic,Aegis Amulet,0, 5, 0,"
0 KDA
",Chang'e,"
Level 9 / 5,383G
"
655,defeat,Ranked: Conquest - 3 months ago,46m,-17,-92 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,10, 12, 16,"
1.5 KDA
",Thoth,"
Level 20 / 25,439G
"
656,victory,Ranked: Conquest - 3 months ago,44m,+19,+8 SR,Purification Beads Upgrade,Blink Rune Upgrade,15, 5, 9,"
3.9 KDA
",Scylla,"
Level 20 / 27,899G
"
657,victory,Ranked: Conquest - 3 months ago,17m,+17,+133 SR,Purification Beads,Blink Rune,7, 1, 2,"
8 KDA
",Ratatoskr,"
Level 17 / 10,880G
"
658,defeat,Ranked: Conquest - 3 months ago,25m,-16,-49 SR,Aegis Amulet,Purification Beads,6, 5, 6,"
1.8 KDA
",Kukulkan,"
Level 20 / 13,774G
"
659,defeat,Ranked: Conquest - 3 months ago,28m,-19,-47 SR,Aegis Amulet,Purification Beads,1, 13, 4,"
0.23 KDA
",Artemis,"
Level 20 / 12,756G
"
660,defeat,Ranked: Conquest - 3 months ago,25m,-17,-81 SR,Purification Beads,Blink Rune,4, 6, 5,"
1.08 KDA
",Ne Zha,"
Level 19 / 12,328G
"
661,victory,Ranked: Conquest - 3 months ago,29m,+13,+69 SR,Purification Beads Upgrade,Blink Rune Upgrade,11, 4, 13,"
4.38 KDA
",Pele,"
Level 20 / 19,046G
"
662,defeat,Ranked: Conquest - 3 months ago,39m,-16,-75 SR,Purification Beads Upgrade,Blink Rune Upgrade,17, 10, 9,"
2.15 KDA
",Anubis,"
Level 20 / 21,331G
"
663,defeat,Ranked: Conquest - 3 months ago,24m,-16,-63 SR,Purification Beads,Blink Rune,2, 6, 2,"
0.5 KDA
",Zhong Kui,"
Level 18 / 11,807G
"
664,victory,Ranked: Conquest - 3 months ago,25m,+16,+168 SR,Purification Beads,Blink Rune,7, 3, 15,"
4.83 KDA
",Serqet,"
Level 20 / 15,288G
"
665,defeat,Ranked: Conquest - 3 months ago,33m,-13,-80 SR,Magic Shell Upgrade,Heavenly Wings Upgrade,3, 6, 17,"
1.92 KDA
",Sylvanus,"
Level 20 / 17,224G
"
666,victory,Ranked: Conquest - 3 months ago,21m,+18,+71 SR,Aegis Amulet,Purification Beads,11, 3, 9,"
5.17 KDA
",Freya,"
Level 20 / 13,585G
"
667,victory,Ranked: Conquest - 3 months ago,47m,+18,+41 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,17, 9, 14,"
2.67 KDA
",Fenrir,"
Level 20 / 26,254G
"
668,victory,Ranked: Conquest - 3 months ago,36m,+16,+100 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,5, 9, 11,"
1.17 KDA
",Sol,"
Level 20 / 20,240G
"
669,victory,Ranked: Conquest - 3 months ago,28m,+17,+319 SR,Meditation Cloak,Blink Rune,8, 4, 14,"
3.75 KDA
",Cabrakan,"
Level 20 / 16,187G
"
670,victory,Ranked: Conquest - 3 months ago,32m,+17,+175 SR,Aegis Amulet,Purification Beads,6, 1, 13,"
12.5 KDA
",Vulcan,"
Level 20 / 19,477G
"
671,victory,Ranked: Conquest - 3 months ago,42m,+16,+69 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 13, 6,"
0.77 KDA
",Rama,"
Level 20 / 20,583G
"
672,defeat,Ranked: Conquest - 3 months ago,33m,-16,-51 SR,Purification Beads Upgrade,Blink Rune Upgrade,7, 5, 8,"
2.2 KDA
",Hun Batz,"
Level 20 / 18,258G
"
673,defeat,Ranked: Conquest - 3 months ago,28m,-17,-72 SR,Purification Beads,Blink Rune,4, 7, 2,"
0.71 KDA
",Ullr,"
Level 20 / 14,210G
"
674,victory,Ranked: Conquest - 3 months ago,44m,+14,+89 SR,Purification Beads Upgrade,Blink Rune Upgrade,10, 3, 13,"
5.5 KDA
",Discordia,"
Level 20 / 25,772G
"
675,victory,Ranked: Conquest - 3 months ago,17m,+12,+80 SR,Shield of Thorns,Teleport Glyph,3, 1, 3,"
4.5 KDA
",Camazotz,"
Level 18 / 10,255G
"
676,victory,Normal: Arena - 3 months ago,18m,+22,+232 SR,Purification Beads,Sundering Spear Upgrade,8, 8, 14,"
1.88 KDA
",Horus,"
Level 20 / 17,740G
"
677,victory,Ranked: Duel - 3 months ago,5m,+28,+99 SR,Relic,Blink Rune,4, 1, 0,"
4 KDA
",He Bo,"
Level 10 / 5,934G
"
678,victory,Ranked: Conquest - 3 months ago,23m,+17,+284 SR,Aegis Amulet,Purification Beads,5, 1, 7,"
8.5 KDA
",Xbalanque,"
Level 20 / 14,242G
"
679,victory,Ranked: Conquest - 3 months ago,40m,+17,+42 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,12, 8, 12,"
2.25 KDA
",Zeus,"
Level 20 / 22,210G
"
680,victory,Ranked: Conquest - 3 months ago,44m,+17,+78 SR,Purification Beads Upgrade,Blink Rune Upgrade,8, 7, 17,"
2.36 KDA
",Chaac,"
Level 20 / 23,837G
"
681,victory,Ranked: Conquest - 3 months ago,31m,+17,+161 SR,Aegis Amulet,Purification Beads,2, 1, 13,"
8.5 KDA
",Aphrodite,"
Level 20 / 15,478G
"
682,victory,Ranked: Conquest - 3 months ago,35m,+17,+108 SR,Purification Beads,Blink Rune,6, 1, 12,"
12 KDA
",Camazotz,"
Level 20 / 21,541G
"
683,victory,Ranked: Conquest - 3 months ago,26m,+16,+122 SR,Aegis Amulet,Purification Beads,8, 2, 7,"
5.75 KDA
",Baron Samedi,"
Level 20 / 15,571G
"
684,defeat,Ranked: Conquest - 3 months ago,35m,-16,-44 SR,Aegis Amulet,Purification Beads Upgrade,5, 6, 6,"
1.33 KDA
",The Morrigan,"
Level 20 / 17,212G
"
685,victory,Ranked: Duel - 3 months ago,11m,+29,+31 SR,Sundering Spear Upgrade,Blink Rune,4, 0, 0,"
4 KDA
",Anhur,"
Level 15 / 10,150G
"
686,defeat,Ranked: Conquest - 3 months ago,28m,-16,-80 SR,Purification Beads,Blink Rune,5, 4, 10,"
2.5 KDA
",Serqet,"
 Level 20 / 14,864G
"
687,victory,Ranked: Conquest - 3 months ago,35m,+17,+58 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,7, 7, 10,"
1.71 KDA
",Fenrir,"
Level 20 / 18,587G
"
688,defeat,Ranked: Conquest - 3 months ago,24m,-17,-63 SR,Purification Beads,Blink Rune,9, 7, 4,"
1.57 KDA
",Ao Kuang,"
Level 20 / 13,484G
"
689,defeat,Ranked: Conquest - 3 months ago,23m,-14,-25 SR,Aegis Amulet,Purification Beads Upgrade,4, 5, 7,"
1.5 KDA
",Janus,"
Level 20 / 12,418G
"
690,victory,Ranked: Conquest - 3 months ago,20m,+17,+12 SR,Purification Beads,Blink Rune,15, 1, 6,"
18 KDA
",Scylla,"
Level 20 / 14,335G
"
691,defeat,Ranked: Conquest - 3 months ago,25m,-16,-52 SR,Aegis Amulet,Blink Rune,0, 9, 4,"
0.22 KDA
",Cerberus,"
Level 17 / 10,669G
"
692,defeat,Ranked: Conquest - 3 months ago,40m,-16,-109 SR,Horrific Emblem Upgrade,Shield of Thorns Upgrade,5, 6, 15,"
2.08 KDA
",Nike,"
Level 20 / 19,263G
"
693,victory,Ranked: Conquest - 3 months ago,34m,+16,+75 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,10, 6, 9,"
2.42 KDA
",Merlin,"
Level 20 / 19,558G
"
694,defeat,Ranked: Conquest - 3 months ago,13m,-16,-45 SR,Relic,Blink Rune,2, 5, 0,"
0.4 KDA
",Bacchus,"
Level 10 / 6,359G
"
695,defeat,Ranked: Conquest - 3 months ago,23m,-15,-39 SR,Purification Beads,Blink Rune,7, 3, 11,"
4.17 KDA
",Janus,"
Level 19 / 12,439G
"
696,defeat,Ranked: Duel - 3 months ago,10m,-32,-59 SR,Relic,Sundering Spear Upgrade,0, 9, 0,"
0 KDA
",Camazotz,"
Level 9 / 6,119G
"
697,defeat,Ranked: Conquest - 3 months ago,20m,-17,-187 SR,Aegis Amulet,Purification Beads,5, 5, 0,"
1 KDA
",Sol,"
Level 18 / 11,489G
"
698,victory,Ranked: Conquest - 3 months ago,10m,+16,+12 SR,Relic,Blink Rune,7, 0, 3,"
8.5 KDA
",Scylla,"
Level 12 / 7,010G
"
699,defeat,Ranked: Conquest - 3 months ago,23m,-16,-47 SR,Aegis Amulet,Purification Beads,3, 7, 1,"
0.5 KDA
",Ah Muzen Cab,"
Level 17 / 11,462G
"
700,defeat,Ranked: Conquest - 3 months ago,23m,-17,-63 SR,Aegis Amulet,Purification Beads,2, 5, 3,"
0.7 KDA
",Kukulkan,"
Level 19 / 11,887G
"
701,victory,Ranked: Conquest - 3 months ago,31m,+18,+23 SR,Aegis Amulet,Purification Beads,7, 7, 10,"
1.71 KDA
",Medusa,"
Level 20 / 17,730G
"
702,defeat,Ranked: Conquest - 3 months ago,25m,-17,-100 SR,Aegis Amulet,Purification Beads,10, 5, 9,"
2.9 KDA
",Thoth,"
Level 20 / 13,533G
"
703,victory,Ranked: Conquest - 3 months ago,23m,+17,+51 SR,Aegis Amulet,Purification Beads,12, 5, 11,"
3.5 KDA
",Apollo,"
Level 20 / 16,049G
"
704,defeat,Ranked: Conquest - 3 months ago,28m,-17,-103 SR,Purification Beads,Blink Rune,4, 5, 2,"
1 KDA
",Ao Kuang,"
Level 20 / 14,071G
"
705,defeat,Ranked: Conquest - 3 months ago,27m,-16,-163 SR,Purification Beads,Blink Rune,3, 5, 7,"
1.3 KDA
",Thanatos,"
Level 20 / 13,440G
"
706,defeat,Ranked: Conquest - 3 months ago,20m,-16,-82 SR,Purification Beads,Blink Rune,3, 3, 4,"
1.67 KDA
",Achilles,"
Level 15 / 10,030G
"
707,victory,Ranked: Conquest - 3 months ago,34m,+14,+124 SR,Purification Beads,Blink Rune,10, 4, 16,"
4.5 KDA
",Poseidon,"
Level 20 / 20,918G
"
708,defeat,Ranked: Conquest - 3 months ago,35m,-17,-166 SR,Purification Beads,Blink Rune,10, 10, 3,"
1.15 KDA
",Ares,"
Level 20 / 16,964G
"
709,victory,Ranked: Conquest - 3 months ago,22m,+19,+30 SR,Purification Beads,Blink Rune,4, 2, 4,"
3 KDA
",Ra,"
Level 19 / 13,419G
"
710,victory,Ranked: Conquest - 3 months ago,28m,+17,+36 SR,Aegis Amulet,Blink Rune,8, 6, 6,"
1.83 KDA
",Anubis,"
Level 20 / 17,138G
"
711,defeat,Ranked: Conquest - 3 months ago,31m,-17,-43 SR,Purification Beads,Blink Rune,6, 5, 4,"
1.6 KDA
",Scylla,"
Level 20 / 15,785G
"
712,victory,Ranked: Conquest - 3 months ago,31m,+17,+51 SR,Purification Beads,Blink Rune,6, 5, 6,"
1.8 KDA
",Pele,"
Level 20 / 18,391G
"
713,defeat,Ranked: Conquest - 3 months ago,40m,-17,-93 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,8, 9, 5,"
1.17 KDA
",Cernunnos,"
Level 20 / 22,237G
"
714,victory,Ranked: Conquest - 3 months ago,29m,+16,+226 SR,Purification Beads,Blink Rune,10, 3, 6,"
4.33 KDA
",Nemesis,"
Level 20 / 17,332G
"
715,victory,Ranked: Conquest - 3 months ago,14m,+17,+35 SR,Aegis Amulet,Purification Beads,5, 1, 5,"
7.5 KDA
",Isis,"
Level 14 / 9,373G
"
716,victory,Normal: Conquest - 3 months ago,20m,+39,+165 SR,Purification Beads,Blink Rune,5, 3, 8,"
3 KDA
",Sol,"
Level 18 / 11,959G
"
717,defeat,Ranked: Conquest - 3 months ago,22m,"-8
",-82 SR,Purification Beads,Blink Rune,3, 5, 4,"
1 KDA
",Erlang Shen,"
Level 17 / 10,588G
"
718,defeat,Ranked: Conquest - 3 months ago,25m,-17,-48 SR,Heavenly Wings Upgrade,Horrific Emblem Upgrade,0, 6, 6,"
0.5 KDA
",Kuzenbo,"
Level 14 / 10,698G
"
719,defeat,Ranked: Conquest - 3 months ago,17m,-13,-132 SR,Relic,Horrific Emblem,0, 4, 5,"
0.63 KDA
",Sobek,"
Level 12 / 8,120G
"
720,defeat,Ranked: Conquest - 3 months ago,17m,-16,-65 SR,Aegis Amulet,Purification Beads,3, 3, 0,"
1 KDA
",Chernobog,"
Level 15 / 9,264G
"
721,victory,Ranked: Conquest - 3 months ago,42m,+17,+67 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,5, 4, 6,"
2 KDA
",Chronos,"
Level 20 / 24,585G
"
722,victory,Ranked: Conquest - 3 months ago,34m,+17,+62 SR,Purification Beads,Blink Rune,3, 5, 20,"
2.6 KDA
",Ymir,"
Level 20 / 16,835G
"
723,defeat,Ranked: Conquest - 3 months ago,21m,-17,-96 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,2, 6, 3,"
0.58 KDA
",Artio,"
Level 17 / 11,171G
"
724,victory,Ranked: Conquest - 3 months ago,37m,+17,+12 SR,Purification Beads Upgrade,Blink Rune,11, 5, 8,"
3 KDA
",Scylla,"
Level 20 / 22,329G
"
725,defeat,Ranked: Conquest - 3 months ago,33m,-17,-148 SR,Purification Beads,Blink Rune,8, 3, 6,"
3.67 KDA
",Ne Zha,"
Level 20 / 19,850G
"
726,victory,Ranked: Conquest - 3 months ago,37m,+17,+88 SR,Shield of Thorns Upgrade,Blink Rune Upgrade,9, 2, 16,"
8.5 KDA
",Artio,"
Level 20 / 22,117G
"
727,defeat,Ranked: Conquest - 3 months ago,32m,-17,-109 SR,Purification Beads Upgrade,Blink Rune Upgrade,9, 6, 9,"
2.25 KDA
",Awilix,"
Level 20 / 17,356G
"
728,victory,Ranked: Conquest - 3 months ago,22m,+17,+16 SR,Purification Beads,Blink Rune,14, 0, 11,"
19.5 KDA
",Scylla,"
Level 20 / 14,071G
"
729,victory,Ranked: Duel - 3 months ago,20m,+87,+21 SR,Blink Rune,Sundering Spear Upgrade,4, 4, 0,"
1 KDA
",Scylla,"
Level 20 / 16,548G
"
730,defeat,Ranked: Conquest - 3 months ago,25m,-16,-85 SR,Shield of Thorns Upgrade,Teleport Glyph Upgrade,2, 5, 0,"
0.4 KDA
",Sun Wukong,"
Level 19 / 12,422G
"
731,defeat,Ranked: Conquest - 3 months ago,38m,-17,-22 SR,Purification Beads Upgrade,Blink Rune Upgrade,10, 7, 11,"
2.21 KDA
",Neith,"
Level 20 / 20,039G
"
732,victory,Ranked: Conquest - 3 months ago,25m,+16,+98 SR,Shield of Thorns Upgrade,Blink Rune,5, 1, 15,"
12.5 KDA
",Odin,"
Level 20 / 14,746G
"
733,defeat,Ranked: Conquest - 3 months ago,38m,-15,-73 SR,Purification Beads,Blink Rune,6, 11, 8,"
0.91 KDA
",Zhong Kui,"
Level 20 / 18,366G
"
734,victory,Ranked: Conquest - 3 months ago,52m,+17,+313 SR,Purification Beads Upgrade,Blink Rune Upgrade,18, 11, 11,"
2.14 KDA
",Bastet,"
Level 20 / 30,297G
"
735,defeat,Ranked: Conquest - 3 months ago,21m,-16,-47 SR,Purification Beads,Blink Rune,3, 7, 4,"
0.71 KDA
",Camazotz,"
Level 17 / 11,260G
"
736,defeat,Ranked: Conquest - 3 months ago,11m,-16,-88 SR,Relic,Blink Rune,1, 3, 2,"
0.67 KDA
",Nox,"
Level 11 / 6,486G
"
737,defeat,Ranked: Conquest - 3 months ago,26m,-18,-111 SR,Aegis Amulet,Purification Beads,11, 6, 3,"
2.08 KDA
",Merlin,"
Level 20 / 14,598G
"
738,victory,Ranked: Conquest - 3 months ago,27m,+17,+99 SR,Purification Beads Upgrade,Blink Rune,7, 5, 12,"
2.6 KDA
",Chaac,"
Level 20 / 15,945G
"
739,victory,Ranked: Conquest - 3 months ago,26m,+17,+34 SR,Aegis Amulet,Purification Beads,7, 9, 14,"
1.56 KDA
",Isis,"
Level 20 / 14,113G
"
740,defeat,Ranked: Conquest - 3 months ago,10m,-17,-70 SR,Relic,Teleport Glyph,1, 1, 2,"
2 KDA
",Cerberus,"
Level 10 / 5,311G
"
741,defeat,Ranked: Conquest - 3 months ago,45m,-17,-52 SR,Aegis Amulet Upgrade,Purification Beads Upgrade,12, 11, 13,"
1.68 KDA
",Zeus,"
Level 20 / 24,011G
"
742,victory,Ranked: Conquest - 3 months ago,38m,+17,+31 SR,Purification Beads Upgrade,Blink Rune Upgrade,12, 5, 13,"
3.7 KDA
",Arachne,"
Level 20 / 24,488G
"
743,defeat,Ranked: Conquest - 3 months ago,37m,-17,-56 SR,Magic Shell Upgrade,Blink Rune Upgrade,4, 8, 16,"
1.5 KDA
",Ymir,"
Level 20 / 16,956G
"
744,defeat,Ranked: Conquest - 3 months ago,25m,-18,-114 SR,Aegis Amulet,Purification Beads,4, 7, 1,"
0.64 KDA
",Rama,"
Level 17 / 11,897G
"
745,victory,Ranked: Conquest - 3 months ago,27m,+18,+162 SR,Aegis Amulet,Purification Beads,7, 3, 8,"
3.67 KDA
",Hel,"
Level 20 / 15,349G
"
746,victory,Ranked: Conquest - 3 months ago,36m,+18,+62 SR,Shield of Thorns Upgrade,Blink Rune Upgrade,7, 3, 17,"
5.17 KDA
",Athena,"
Level 20 / 20,336G
"
747,defeat,Ranked: Conquest - 3 months ago,23m,-18,-122 SR,Purification Beads,Blink Rune,7, 5, 4,"
1.8 KDA
",Anubis,"
Level 20 / 12,740G
"
748,victory,Ranked: Conquest - 3 months ago,29m,+13,+95 SR,Purification Beads,Blink Rune,10, 7, 5,"
1.79 KDA
",Ullr,"
Level 20 / 18,753G
"
749,victory,Ranked: Conquest - 3 months ago,30m,"+4
",+43 SR,Purification Beads,Blink Rune,22, 5, 6,"
5 KDA
",Anhur,"
Level 20 / 21,425G
"
750,defeat,Ranked: Conquest - 3 months ago,23m,-10,-139 SR,Aegis Amulet,Purification Beads,7, 7, 4,"
1.29 KDA
",Discordia,"
Level 19 / 12,399G
"
751,defeat,Ranked: Conquest - 3 months ago,32m,-15,-118 SR,Aegis Amulet,Blink Rune,8, 6, 5,"
1.75 KDA
",He Bo,"
Level 20 / 16,470G
"
